Recipient.Organization,deliverychannels
UNDP/PAPP,UN Multi
UNDP/Skills Consortium,UN Multi
UNDP/UNCHS,UN Multi
UNDP/UNDMTP,UN Multi
UNDP/UNDSS,UN Multi
UNDP/UN-HABITAT,UN Multi
UNDP/UNHCR,UN Multi
UNDP/UNICEF,UN Multi
UN-EUE,UN Multi
UNFPA / UNIFEM,UN Multi
UNFPA/UNAIDS,UN Multi
UNFPA/WFP,UN Multi
UNICEF/FALU,UN Multi
UNICEF/FAO,UN Multi
UNICEF/UNDSS,UN Multi
UNICEF/UNFPA/WHO,UN Multi
UNICEF/UNHCR,UN Multi
UNICEF/UNMAS,UN Multi
UNICEF/WFP,UN Multi
UNICEF/WFP/UNDP/FAO/WHO,UN Multi
UNICEF/WHO,UN Multi
United Nations assessed contributions,UN Multi
United Nations Assistance Mission in East Timor,UN Multi
United Nations Assistance Mission in Iraq,UN Multi
United Nations Association in Canada,UN Multi
United Nations Dept of Safety and Security ,UN Multi
United Nations Development Group Office,UN Multi
United Nations Development Programme - East Timor,UN Multi
"United Nations Development Programme / Rehabilitation, Reconstruction and Development Programme",UN Multi
United Nations Entity for Gender Equality and the Empowerment of Women,UN Multi
United Nations Fund for InterNational Partnerships,UN Multi
United Nations Humanitarian Response Depot ,UN Multi
United Nations Integrated Office in Sierra Leone ,UN Multi
United Nations Mission in Timor-Leste,UN Multi
United Nations Peacekeeping Force in Cyprus,UN Multi
United Nations Political Office for Somalia,UN Multi
United Nations Voluntary Trust Fund on Contemporary Forms of Slavery,UN Multi
United Way of Miami-Dade,UN Multi
UNMAS/UNDP,UN Multi
UNOCHA / UNDP,UN Multi
UNO-Fl¸chtlingshilfe e.V.,UN Multi
UNOPS/CDAP,UN Multi
UNRWA Friends Association Inc. USA,UN Multi
UNVTF/Mine Action,UN Multi
WB/UNDP,UN Multi
WFP Administered Trust Fund,UN Multi
WFP Immediate Response Account,UN Multi
WHO/AFRO,UN Multi
WHO/OCHA,UN Multi
WHO/UNFPA,UN Multi
World Bank Group,Other multi
UN TF for Int'l Coop&Dev,Other multi
United Nations Voluntary Fund for Trafficking in Person,UN Multi
Allocation of unearmarked funds by UN Women,UN Multi
Livelihoods and Food Security Trust Fund,UN Multi
Three Millennium Development Goal Fund (3MDG),UN Multi
UN Agencys,UN Multi
Democratic Republic of the Congo Humanitarian Func,UN Multi
United Nations Department of Safety and Security | United Nations Development Programme,UN Multi
United Nations Interim Force in Lebanon,UN Multi
International Fund for Agricultural Development,UN Multi
International Trust Fund for Demining and Victim Assistance,NGOs and CSOs
Friedensdorf International,NGOs and CSOs
World Vision International,NGOs and CSOs
ACT Alliance / Finn Church Aid,NGOs and CSOs
Johanniter Unfallhilfe e.V.,NGOs and CSOs
ORA e. V. Deutsher Hilfsfonds,NGOs and CSOs
Diakonia World Federation,NGOs and CSOs
Action Contre la Faim,NGOs and CSOs
Save the Children,NGOs and CSOs
Stichting Vluchteling,NGOs and CSOs
MÈdecins sans FrontiËres,NGOs and CSOs
Norwegian Refugee Council,NGOs and CSOs
Deutsche Welthungerhilfe e.V. (German Agro Action),NGOs and CSOs
Humedica,NGOs and CSOs
GOAL,NGOs and CSOs
Trocaire,NGOs and CSOs
CARE International,NGOs and CSOs
ACT Alliance / Norwegian Church Aid,NGOs and CSOs
Adventist Development and Relief Agency,NGOs and CSOs
ACT Alliance / Christian Aid,NGOs and CSOs
Concern Worldwide,NGOs and CSOs
TEARFUND,NGOs and CSOs
Remedial English and Science Course Centre,NGOs and CSOs
International Rescue Committee,NGOs and CSOs
MÈdecins sans FrontiËres - France,NGOs and CSOs
ACT Alliance / DanChurchAid,NGOs and CSOs
OXFAM Belgium,NGOs and CSOs
MÈdecins sans FrontiËres - Netherlands,NGOs and CSOs
CARE USA,NGOs and CSOs
Catholic Organisation for Relief and Development Aid,NGOs and CSOs
International Aid Services,NGOs and CSOs
Life and Peace Institute,NGOs and CSOs
VÈtÈrinaires sans FrontiËres (Switzerland),NGOs and CSOs
Canadian Food Grains Bank,NGOs and CSOs
CARITAS / Catholic Relief Services,NGOs and CSOs
Eugene Bell Foundation,NGOs and CSOs
OXFAM GB,NGOs and CSOs
ACF - Spain,NGOs and CSOs
Development Workshop,NGOs and CSOs
MÈdecins sans FrontiËres - Belgium,NGOs and CSOs
Norwegian People's Aid,NGOs and CSOs
Praktisk Solidarites,NGOs and CSOs
ICDP - International Child Development Programme,NGOs and CSOs
Trauma Care Foundation,NGOs and CSOs
YME Foundation,NGOs and CSOs
Christian Relief Network,NGOs and CSOs
Catholic Relief Services,NGOs and CSOs
IUED,NGOs and CSOs
Terre des Hommes International,NGOs and CSOs
African Revival Ministries,NGOs and CSOs
International Alert,NGOs and CSOs
MÈdecins sans FrontiËres - Canada,NGOs and CSOs
Caritas Germany (DCV),NGOs and CSOs
HEKS - Hilfswerk der Evangelischen Kirchen Schweiz,NGOs and CSOs
Pentecostal Foreign Mission,NGOs and CSOs
American Refugee Committee,NGOs and CSOs
Food for the Hungry International,NGOs and CSOs
OXFAM Netherlands (NOVIB),NGOs and CSOs
CARE Canada,NGOs and CSOs
International Medical Corps,NGOs and CSOs
MEDAIR,NGOs and CSOs
Balkanactive van de gemeenten,NGOs and CSOs
Arbeiter-Samariter-Bund Deutschland e.V,NGOs and CSOs
Freundschaftsbrucke Deutschland e.V.,NGOs and CSOs
Help - Hilfe zur Selbsthilfe e.V.,NGOs and CSOs
Hilfe fur Kinder in Not e.V,NGOs and CSOs
Kolnische Franziskanerprovinz Bosnienhilfe,NGOs and CSOs
Vive Zene,NGOs and CSOs
Sezam,NGOs and CSOs
HealthNet International Transcultural Psychosocial Organisation,NGOs and CSOs
Werkgroep Nederland Srebrenica,NGOs and CSOs
International Catholic Migration Commission,NGOs and CSOs
International Orthodox Christian Charities,NGOs and CSOs
ACT Alliance / United Methodist Committee on Relief,NGOs and CSOs
Lutherischer Weltbund Deutsches Nationalkomitee,NGOs and CSOs
Danish People's Aid,NGOs and CSOs
Danish Refugee Council,NGOs and CSOs
Overseas Development Institute,NGOs and CSOs
ACT Alliance / Diakonie Emergency Aid,NGOs and CSOs
Hammer Forum e.V,NGOs and CSOs
HCC-Humanit‰re Nothilfeprogramme weltweit,NGOs and CSOs
Kinderberg International e.V.,NGOs and CSOs
Medica Mondiale,NGOs and CSOs
Intercare,NGOs and CSOs
Pharmaciens sans FrontiËres (France),NGOs and CSOs
PMU-Interlife,NGOs and CSOs
NGOs (details not yet provided),NGOs and CSOs
America's Development Foundation,NGOs and CSOs
International Relief and Development,NGOs and CSOs
Mercy Corps,NGOs and CSOs
MÈdecins du Monde,NGOs and CSOs
Danish People's Relief Association,NGOs and CSOs
Amica hilft in Bosnien e.V.,NGOs and CSOs
HALO Trust,NGOs and CSOs
Rape Crisis Centre,NGOs and CSOs
International Commission on Missing Persons,NGOs and CSOs
Hilfswerk Austria International,NGOs and CSOs
TIRUS - Maluku network of NGOs,NGOs and CSOs
Caritas Denmark,NGOs and CSOs
DAC - Danish Afghan Committee,NGOs and CSOs
Danish De-mining Group,NGOs and CSOs
DSI - Danish Council of Organizations of Disabled People,NGOs and CSOs
Mission East,NGOs and CSOs
ACBAR - Agency Coordinating Body for Afghan Relief,NGOs and CSOs
Collaborative for Development Action,NGOs and CSOs
International Council of Voluntary Agencies,NGOs and CSOs
Emergency Nutrition Network,NGOs and CSOs
Danish Mission Council Development,NGOs and CSOs
Danish De-mining Centre,NGOs and CSOs
International Campaign to Ban Landmines,NGOs and CSOs
CARE-UK,NGOs and CSOs
Action by Churches Together (ACT),NGOs and CSOs
Fonds voor OntwikkelingsSamenwerking,NGOs and CSOs
Shelter Now International,NGOs and CSOs
AssistÍncia MÈdica Internacional (AMI),NGOs and CSOs
Community Aid Abroad,NGOs and CSOs
Danish Committee for Aid to Afghan Refugees,NGOs and CSOs
MADERA,NGOs and CSOs
Solidarites-France,NGOs and CSOs
Swedish Committee for Afghanistan,NGOs and CSOs
World Vision Viet Nam,NGOs and CSOs
SODI - Solidarit‰tsdienst-International,NGOs and CSOs
World Vision  Netherlands,NGOs and CSOs
Komitee Arzte,NGOs and CSOs
ACT Alliance / Lutheran World Relief,NGOs and CSOs
Foundation for European Development Assistance,NGOs and CSOs
German Doctors for Developing Countries,NGOs and CSOs
Catholic Agency for Overseas Development,NGOs and CSOs
HelpAge International,NGOs and CSOs
Comitato di Coordinamento delle Organizzazione per il Servizio Volontario,NGOs and CSOs
Yasska Foundation,NGOs and CSOs
ACT Alliance / Church World Service,NGOs and CSOs
Peace Winds Japan,NGOs and CSOs
Media Action Intl.,NGOs and CSOs
Svenska Missionsradet,NGOs and CSOs
UN Foundation,NGOs and CSOs
Caritas Spain,NGOs and CSOs
Medico International,NGOs and CSOs
OXFAM Canada,NGOs and CSOs
Swedish Lutheran Aid,NGOs and CSOs
Heart to Heart International,NGOs and CSOs
PTM - Paz y Tercer Mundo,NGOs and CSOs
CRIC - Centro Regionale di Intervento per la Cooperazione,NGOs and CSOs
Children's Aid Direct,NGOs and CSOs
Menschen f¸r,NGOs and CSOs
Christoffel-Blindenmission,NGOs and CSOs
ˆˆ Volkshilfe,NGOs and CSOs
ˆsterreichisches Nord-S¸d-Institut,NGOs and CSOs
Fishermen of Christ Incorporated Philippines,NGOs and CSOs
Initiative Dritte Welt Braunau,NGOs and CSOs
Katholische M‰nnerbewegung,NGOs and CSOs
Solidarit‰t mit Lateinamerika,NGOs and CSOs
"International Nothilfe e.V., Coswig",NGOs and CSOs
ZOA,NGOs and CSOs
ACT Alliance / Finnchurchaid/ Mines Advisory Group,NGOs and CSOs
Catholic Peace Movement,NGOs and CSOs
Mercy Ships,NGOs and CSOs
Medical Research Council,NGOs and CSOs
Humanit‰re Hilfe f¸r,NGOs and CSOs
Danish Refugee Board,NGOs and CSOs
VÈtÈrinaires sans FrontiËres (Germany),NGOs and CSOs
ACF - France,NGOs and CSOs
World Vision Relief and Development  Inc.,NGOs and CSOs
Africare,NGOs and CSOs
Agency for Technical Cooperation and Development,NGOs and CSOs
REST - Relief Society of Tigray,NGOs and CSOs
American Friends Service Committee,NGOs and CSOs
Center for  Civil Military Relations,NGOs and CSOs
Rehabilitation and Research Centre for Torture Victims,NGOs and CSOs
The Swedish Fellowship of Reconciliation,NGOs and CSOs
Children's Relief,NGOs and CSOs
SAH - Schweizerisches Arbeiterhilfswerk,NGOs and CSOs
SolidaritÈs International,NGOs and CSOs
Gruppo Volontariato Civile,NGOs and CSOs
Interchurch Medical Assistance World Health,NGOs and CSOs
Air Serv International,NGOs and CSOs
Enfants du Monde - Droits de l'Homme,NGOs and CSOs
Danish Refugee Council/ICVA,NGOs and CSOs
Alternative/SCF-UK,NGOs and CSOs
Nile People's Peace Conference,NGOs and CSOs
Partners in Rural Development,NGOs and CSOs
VÈtÈrinaires sans FrontiËres (Belgium),NGOs and CSOs
Service Social International,NGOs and CSOs
Danchurchaid / Danish De-mining Group,NGOs and CSOs
Indivduell M‡nniskohj‡lp - Swedish NGO,NGOs and CSOs
WODRANS - Women Orphans and Disabled Rehabilitation Assoc. of New Sudan,NGOs and CSOs
Medical Emergency Relief International,NGOs and CSOs
Menschen Gegen Minen,NGOs and CSOs
KFUK/KFUM,NGOs and CSOs
AQUADEV,NGOs and CSOs
Admira,NGOs and CSOs
Human Rights Watch,NGOs and CSOs
Swedish Covenant Mission,NGOs and CSOs
Parliamentarians for Global Action,NGOs and CSOs
Qandil Swedish Humanitarian Aid Organization,NGOs and CSOs
ACT Alliance / Lutheran World Relief (LWR/Canada),NGOs and CSOs
Care Peru,NGOs and CSOs
Refugee Trust,NGOs and CSOs
International Crisis Group,NGOs and CSOs
Mines Advisory Group,NGOs and CSOs
World Vision Canada,NGOs and CSOs
World Vision Angola,NGOs and CSOs
SIM Canada,NGOs and CSOs
CARE Netherlands,NGOs and CSOs
Centre for International Political Studies,NGOs and CSOs
ASIA Onlus,NGOs and CSOs
Aga Khan Foundation,NGOs and CSOs
Centro d'Informazione e Educazione allo Sviluppo,NGOs and CSOs
Center for Victims of Torture,NGOs and CSOs
University of Nebraska,NGOs and CSOs
Terra Nuova,NGOs and CSOs
Cooperative Housing Foundation International,NGOs and CSOs
CARE France,NGOs and CSOs
Cooperazione Internazionale - COOPI,NGOs and CSOs
Triangle,NGOs and CSOs
CINS -  Cooperazione Italiana Nord Sud,NGOs and CSOs
MOVIMONDO,NGOs and CSOs
ACF - UK,NGOs and CSOs
INTERMON,NGOs and CSOs
Search for Common Ground,NGOs and CSOs
Miloserdie (Mercy),NGOs and CSOs
Salvation Army,NGOs and CSOs
SOS Kinderdorf,NGOs and CSOs
Hope International Development Agency,NGOs and CSOs
ACT Alliance / Lutheran World Federation,NGOs and CSOs
World Vision Germany,NGOs and CSOs
Hopital sans FrontiËres,NGOs and CSOs
European Children's Trust,NGOs and CSOs
Caritas Austria,NGOs and CSOs
Comitato Internationale per lo Sviluppo dei Popoli,NGOs and CSOs
FSS,NGOs and CSOs
Pax Christi e.V,NGOs and CSOs
International Association for Maternal and Neonatal Health,NGOs and CSOs
FGMed,NGOs and CSOs
Macedonia Centre for International Cooperation,NGOs and CSOs
Lazarus-Hilfswerk e.V.,NGOs and CSOs
Vereniging voor Personele Samenwerking Ontwikkelings-landen,NGOs and CSOs
Caritas Sweden,NGOs and CSOs
Canadian Physicians for Aid and Relief,NGOs and CSOs
Cooperazione E Sviluppo - CESVI,NGOs and CSOs
American Rescue Committee,NGOs and CSOs
Medical Aid for Palestinians,NGOs and CSOs
Enfants Refugies du Monde,NGOs and CSOs
Allianz Mission,NGOs and CSOs
Internationaler Verein f¸r Frieden und Gerechtigkeit - Pro Humanitate e.V. Kˆln,NGOs and CSOs
Inter Religious Council,NGOs and CSOs
Olympic Aid,NGOs and CSOs
INTERSOS Humanitarian Aid Organization,NGOs and CSOs
Centre for Peacekeeping and Community Development,NGOs and CSOs
Reprise de Justesse,NGOs and CSOs
Danish Association for International Co-operation,NGOs and CSOs
World Relief,NGOs and CSOs
Centre canadien d'Ètude et de coopÈration internationale (CECI),NGOs and CSOs
JCS - Joint Christian Services,NGOs and CSOs
ACT Alliance / SolidaritÈ Protestante,NGOs and CSOs
CARAES,NGOs and CSOs
MEMISA - Action mÈdicale missionnaire,NGOs and CSOs
Louvain-Developpement,NGOs and CSOs
VREDESEILANDEN,NGOs and CSOs
Edinburgh Direct Aid,NGOs and CSOs
Child Advocacy International,NGOs and CSOs
Christian Mission Aid,NGOs and CSOs
Horizont 3000,NGOs and CSOs
Counterpart International,NGOs and CSOs
Institute for International Social Affairs,NGOs and CSOs
Swedish Cooperative Centre,NGOs and CSOs
Las Dignas,NGOs and CSOs
ACT Alliance / Church of Sweden,NGOs and CSOs
Scottish Catholic International Aid Fund,NGOs and CSOs
Plan International,NGOs and CSOs
Edith Wilkins Hope Foundation,NGOs and CSOs
Tear Australia,NGOs and CSOs
CARE Norway,NGOs and CSOs
Caritas Norway,NGOs and CSOs
OXFAM/Community Aid Abroad (OXFAM-Australia),NGOs and CSOs
Self Employment Womens' Association,NGOs and CSOs
Karl Kubel Foundation for Children's Families,NGOs and CSOs
Caritas India,NGOs and CSOs
"Episcopal Conference, Peru",NGOs and CSOs
Fundacion Paz - Holandesa,NGOs and CSOs
Caritas Peru,NGOs and CSOs
Singapore International Foundation,NGOs and CSOs
Concern India,NGOs and CSOs
Ayuda en Accion,NGOs and CSOs
Janus e.V,NGOs and CSOs
Honduras ComitÈ Permanente de Contingencias,NGOs and CSOs
OIKOS - IntercooperaÁ„o e Desenvolvimento,NGOs and CSOs
"Movimiento por la Paz, el Desarme y la Libertad",NGOs and CSOs
Fondation Internationale Carrefour,NGOs and CSOs
Organization Catholique Pour la Promotion Humaine,NGOs and CSOs
Komitee Cap Anamur,NGOs and CSOs
Medicuba en Salud,NGOs and CSOs
Universidad de Las Villas,NGOs and CSOs
